Sale Date,ISBN,Discount,ItemID,OrderID
2193-04-02,989-28-79-23023-4,,107110-63-6019,107110-6994
2193-04-02,989-28-79-71565-6,,107110-73-4305,107110-6995
2193-04-02,989-28-79-13801-1,,107110-19-4558,107110-6996
2193-04-02,989-28-79-74374-1,,107110-57-9322,107110-6997
2193-04-02,989-28-79-13801-1,,107110-29-4469,107110-6998
2193-04-02,989-28-79-13801-1,,107110-81-6591,107110-6999
2193-04-02,989-28-79-74374-1,,107110-29-8496,107110-7000
2193-04-02,989-28-79-71565-6,,107110-9-1376,107110-7001
2193-04-02,989-28-79-55824-6,,107110-4-6885,107110-7002
2193-04-02,989-28-79-51397-9,,107110-17-9357,107110-7003
2193-04-02,989-28-79-74374-1,,107110-25-2079,107110-7004
2193-04-02,989-28-3705-222-9,,107110-62-9868,107110-7005
2193-04-02,989-28-79-14379-4,,107110-9-5951,107110-7006
2193-04-02,989-28-79-68089-3,0.05,107110-5-9213,107110-7007
2193-04-02,989-28-3705-492-6,,107110-1-968,107110-7007
2193-04-02,989-28-3705-007-2,,107110-37-2851,107110-7007
2193-04-02,989-28-3705-222-9,,107110-87-6773,107110-7007
2193-04-02,989-28-79-68089-3,0.05,107110-82-7820,107110-7008
2193-04-02,989-28-79-11297-4,,107110-36-2085,107110-7008
2193-04-02,989-28-79-13871-4,,107110-76-308,107110-7008
2193-04-02,989-28-79-27078-0,,107110-13-3507,107110-7009
2193-04-02,989-28-79-22871-2,,107110-13-5282,107110-7009
2193-04-02,989-28-79-74374-1,,107110-93-4207,107110-7009
2193-04-02,989-28-79-68089-3,0.05,107110-14-3486,107110-7010
2193-04-02,989-28-3705-007-2,,107110-1-5546,107110-7010
2193-04-02,989-28-79-13801-1,,107110-21-9091,107110-7011
2193-04-02,989-28-79-23023-4,,107110-60-2631,107110-7011
2193-04-02,989-28-79-13871-4,,107110-63-8462,107110-7012
2193-04-02,989-28-79-74374-1,,107110-70-1531,107110-7012
2193-04-02,989-28-79-68089-3,0.05,107110-73-7421,107110-7013
2193-04-02,989-28-79-55824-6,,107110-84-490,107110-7013
2193-04-02,989-28-229-1404-4,,107110-1-5857,107110-7014
2193-04-02,989-28-79-74374-1,,107110-90-1781,107110-7014
2193-04-03,989-28-3705-138-3,,107111-52-5587,107111-7015
2193-04-03,989-28-3705-007-2,,107111-86-8457,107111-7016
2193-04-03,989-28-3705-136-9,,107111-64-3327,107111-7017
2193-04-03,989-28-3705-007-2,,107111-19-5524,107111-7018
2193-04-03,989-28-3705-987-7,,107111-43-2582,107111-7019
2193-04-03,989-28-3705-007-2,,107111-53-9409,107111-7020
2193-04-03,989-28-3705-007-2,,107111-85-6422,107111-7021
2193-04-03,989-28-79-45675-7,,107111-54-9823,107111-7022
2193-04-03,989-28-79-30536-9,,107111-61-8444,107111-7023
2193-04-03,989-28-79-45675-7,,107111-63-2377,107111-7024
2193-04-03,989-28-79-11297-4,,107111-74-7948,107111-7025
2193-04-03,989-28-79-82197-5,,107111-80-584,107111-7026
2193-04-03,989-28-79-18127-7,,107111-97-6042,107111-7027
2193-04-03,989-28-79-32105-5,,107111-80-7116,107111-7028
2193-04-03,989-28-79-87459-9,,107111-37-4554,107111-7029
2193-04-03,989-28-79-45675-7,,107111-85-7752,107111-7030
2193-04-03,989-28-79-16826-1,,107111-61-8126,107111-7031
2193-04-03,989-28-79-86624-2,,107111-9-5768,107111-7032
2193-04-03,989-28-79-86624-2,,107111-58-3448,107111-7033
2193-04-03,989-28-79-82125-8,,107111-84-8330,107111-7034
2193-04-03,989-28-79-13871-4,,107111-79-3528,107111-7035
2193-04-03,989-28-79-82125-8,,107111-84-8329,107111-7036
2193-04-03,989-28-79-13871-4,,107111-58-8910,107111-7037
2193-04-03,989-28-79-05670-4,,107111-38-232,107111-7038
2193-04-03,989-28-79-05670-4,,107111-26-6637,107111-7039
2193-04-03,989-28-79-13871-4,,107111-79-3527,107111-7040
2193-04-03,989-28-79-05670-4,,107111-48-7560,107111-7041
2193-04-03,989-28-79-13871-4,,107111-58-8909,107111-7042
2193-04-03,989-28-654-4370-9,,107111-14-415,107111-7043
2193-04-03,989-28-229-7592-2,,107111-12-9822,107111-7044
2193-04-03,989-28-229-5891-8,,107111-55-9443,107111-7045
2193-04-03,989-28-229-3157-7,,107111-20-9839,107111-7046
2193-04-03,989-28-229-9769-6,,107111-36-7815,107111-7047
2193-04-03,989-28-229-1404-4,,107111-76-4140,107111-7048
2193-04-03,989-28-229-9769-6,,107111-72-9223,107111-7049
2193-04-03,989-28-229-6632-6,,107111-43-8372,107111-7050
2193-04-03,989-28-229-7592-2,,107111-19-9794,107111-7051
2193-04-03,989-28-79-91028-0,,107111-28-9923,107111-7052
2193-04-03,989-28-79-13801-1,,107111-27-8968,107111-7053
2193-04-03,989-28-79-13801-1,,107111-99-1414,107111-7054
2193-04-03,989-28-79-26824-4,,107111-80-8568,107111-7056
2193-04-03,989-28-79-68089-3,0.05,107111-44-8814,107111-7057
2193-04-03,989-28-79-40897-8,,107111-1-6142,107111-7058
2193-04-03,989-28-79-13801-1,,107111-3-1325,107111-7059
2193-04-03,989-28-79-74374-1,,107111-2-1685,107111-7060
2193-04-03,989-28-79-68089-3,0.05,107111-48-1484,107111-7061
2193-04-03,989-28-79-55752-2,,107111-75-3245,107111-7062
2193-04-03,989-28-79-13801-1,,107111-60-8179,107111-7063
2193-04-03,989-28-79-26824-4,,107111-12-4185,107111-7064
2193-04-03,989-28-79-23023-4,,107111-75-3760,107111-7065
2193-04-03,989-28-79-13801-1,,107111-15-9510,107111-7066
2193-04-03,989-28-79-13801-1,,107111-44-1461,107111-7067
2193-04-03,989-28-79-23023-4,,107111-90-2668,107111-7068
2193-04-03,989-28-79-23023-4,,107111-57-9951,107111-7069
2193-04-03,989-28-79-74374-1,,107111-80-423,107111-7070
2193-04-03,989-28-79-68089-3,0.05,107111-94-6463,107111-7071
2193-04-03,989-28-79-13801-1,,107111-7-4535,107111-7072
2193-04-03,989-28-79-91028-0,,107111-8-914,107111-7073
2193-04-03,989-28-79-23023-4,,107111-5-2284,107111-7074
2193-04-03,989-28-79-74374-1,,107111-48-7551,107111-7075
2193-04-03,989-28-79-55752-2,,107111-85-544,107111-7076
2193-04-03,989-28-79-16808-7,,107111-63-4040,107111-7077
2193-04-03,989-28-79-91028-0,,107111-63-8201,107111-7078
2193-04-03,989-28-79-74374-1,,107111-35-9950,107111-7079
2193-04-03,989-28-3705-222-9,,107111-60-8921,107111-7080
2193-04-03,989-28-3705-492-6,,107111-24-2330,107111-7081
2193-04-03,989-28-3705-222-9,,107111-55-2897,107111-7082
2193-04-03,989-28-3705-222-9,,107111-14-9859,107111-7083
2193-04-03,989-28-3705-222-9,,107111-87-3478,107111-7084
2193-04-03,989-28-79-23023-4,,107111-46-8816,107111-7085
2193-04-03,989-28-79-86624-2,,107111-47-9145,107111-7085
2193-04-03,989-28-79-23023-4,,107111-50-5461,107111-7086
2193-04-03,989-28-79-13801-1,,107111-77-4410,107111-7086
2193-04-03,989-28-79-30536-9,,107111-77-9717,107111-7087
2193-04-03,989-28-79-26824-4,,107111-85-3686,107111-7087
2193-04-03,989-28-79-13801-1,,107111-44-4762,107111-7088
2193-04-03,989-28-79-11297-4,,107111-46-8713,107111-7088
2193-04-03,989-28-79-26824-4,,107111-56-7040,107111-7088
2193-04-03,989-28-79-05670-4,,107111-24-3592,107111-7089
2193-04-03,989-28-79-55824-6,,107111-56-7973,107111-7089
2193-04-03,989-28-3705-492-6,,107111-59-3412,107111-7089
2193-04-04,989-28-3705-987-7,,107112-76-3531,107112-7090
2193-04-04,989-28-3705-987-7,,107112-88-7129,107112-7091
2193-04-04,989-28-3705-775-0,,107112-73-1223,107112-7092
2193-04-04,989-28-3705-007-2,,107112-18-1101,107112-7093
2193-04-04,989-28-3705-007-2,,107112-28-1611,107112-7094
2193-04-04,989-28-3705-007-2,,107112-73-9416,107112-7095
2193-04-04,989-28-3705-583-1,,107112-12-4358,107112-7096
2193-04-04,989-28-79-86624-2,,107112-53-5171,107112-7097
2193-04-04,989-28-79-30536-9,,107112-85-6305,107112-7098
2193-04-04,989-28-79-27078-0,,107112-97-3791,107112-7099
2193-04-04,989-28-79-04510-4,,107112-57-5179,107112-7100
2193-04-04,989-28-79-30536-9,,107112-19-7096,107112-7101
2193-04-04,989-28-79-30536-9,,107112-38-8350,107112-7102
2193-04-04,989-28-79-13871-4,,107112-90-2619,107112-7103
2193-04-04,989-28-79-05670-4,,107112-21-6130,107112-7104
2193-04-04,989-28-79-22562-9,,107112-66-5910,107112-7105
2193-04-04,989-28-79-13871-4,,107112-31-4060,107112-7106
2193-04-04,989-28-79-05670-4,,107112-15-6474,107112-7107
2193-04-04,989-28-229-5891-8,,107112-88-264,107112-7108
2193-04-04,989-28-229-6632-6,,107112-54-1681,107112-7109
2193-04-04,989-28-229-7592-2,,107112-31-5742,107112-7110
2193-04-04,989-28-229-7592-2,,107112-67-5567,107112-7111
2193-04-04,989-28-229-7592-2,,107112-51-6924,107112-7112
2193-04-04,989-28-79-71565-6,,107112-54-2253,107112-7113
2193-04-04,989-28-79-91028-0,,107112-53-6968,107112-7114
2193-04-04,989-28-79-74374-1,,107112-63-7697,107112-7115
2193-04-04,989-28-79-71565-6,,107112-85-4377,107112-7116
2193-04-04,989-28-79-23023-4,,107112-47-6815,107112-7117
2193-04-04,989-28-79-23023-4,,107112-61-2550,107112-7118
2193-04-04,989-28-79-74374-1,,107112-99-1568,107112-7119
2193-04-04,989-28-79-23023-4,,107112-92-1378,107112-7120
2193-04-04,989-28-79-26824-4,,107112-67-584,107112-7121
2193-04-04,989-28-79-13801-1,,107112-65-2838,107112-7122
2193-04-04,989-28-79-91028-0,,107112-74-6789,107112-7123
2193-04-04,989-28-79-74374-1,,107112-96-2126,107112-7124
2193-04-04,989-28-79-91028-0,,107112-77-8756,107112-7125
2193-04-04,989-28-79-13801-1,,107112-20-504,107112-7126
2193-04-04,989-28-79-13801-1,,107112-43-6498,107112-7127
2193-04-04,989-28-79-74374-1,,107112-51-7842,107112-7128
2193-04-04,989-28-79-23023-4,,107112-59-8443,107112-7129
2193-04-04,989-28-79-74374-1,,107112-40-5242,107112-7130
2193-04-04,989-28-79-55824-6,,107112-35-6132,107112-7131
2193-04-04,989-28-79-13801-1,,107112-93-9527,107112-7132
2193-04-04,989-28-3705-492-6,,107112-39-7376,107112-7133
2193-04-04,989-28-229-9769-6,,107112-1-3295,107112-7134
2193-04-04,989-28-79-21991-8,,107112-14-7472,107112-7134
2193-04-04,989-28-79-74374-1,,107112-18-8582,107112-7135
2193-04-04,989-28-79-71565-6,,107112-20-85,107112-7135
2193-04-04,989-28-3705-987-7,,107112-35-7228,107112-7136
2193-04-04,989-28-79-16826-1,,107112-36-9935,107112-7136
2193-04-04,989-28-79-13871-4,,107112-31-4059,107112-7137
2193-04-04,989-28-79-82197-5,,107112-45-7843,107112-7137
2193-04-04,989-28-79-51397-9,,107112-47-3590,107112-7137
2193-04-04,989-28-79-05670-4,,107112-47-9169,107112-7138
2193-04-04,989-28-79-13801-1,,107112-48-5210,107112-7138
2193-04-04,989-28-79-68089-3,0.05,107112-81-4391,107112-7139
2193-04-04,989-28-79-13801-1,,107112-57-8771,107112-7139
2193-04-04,989-28-79-45675-7,,107112-82-3719,107112-7140
2193-04-04,989-28-79-13871-4,,107112-90-2618,107112-7140
2193-04-04,989-28-79-69807-2,0.15,107112-1-8124,107112-7141
2193-04-04,989-28-79-69807-2,0.15,107112-1-8123,107112-7141
2193-04-04,989-28-79-45675-7,,107112-90-5790,107112-7141
2193-04-04,989-28-79-40897-8,,107112-91-182,107112-7141
2193-04-04,989-28-79-18127-7,,107112-39-4135,107112-7142
2193-04-04,989-28-79-13801-1,,107112-4-8549,107112-7142
2193-04-04,989-28-79-23023-4,,107112-5-6226,107112-7142
2193-04-04,989-28-79-55824-6,,107112-7-1822,107112-7142
2193-04-04,989-28-79-23023-4,,107112-94-957,107112-7142
2193-04-04,989-28-3705-007-2,,107112-5-5134,107112-7143
2193-04-04,989-28-3705-649-4,,107112-7-621,107112-7143
2193-04-04,989-28-79-04510-4,,107112-9-5391,107112-7144
2193-04-04,989-28-229-6632-6,,107112-9-8193,107112-7144
2193-04-04,989-28-229-9769-6,,107112-10-5490,107112-7145
2193-04-04,989-28-79-74374-1,,107112-9-2446,107112-7145
2193-04-04,989-28-79-07610-8,,107112-10-6397,107112-7146
2193-04-04,989-28-79-13801-1,,107112-12-7661,107112-7146
2193-04-04,989-28-79-69807-2,0.15,107112-1-7461,107138-7140
2193-04-04,989-28-79-69807-2,0.15,107112-1-7460,107138-7140
2193-04-05,989-28-3705-592-3,,107113-68-6610,107113-7147
2193-04-05,989-28-3705-987-7,,107113-17-2777,107113-7148
2193-04-05,989-28-3705-007-2,,107113-79-7336,107113-7149
2193-04-05,989-28-3705-966-2,,107113-66-6299,107113-7150
2193-04-05,989-28-3705-987-7,,107113-88-6672,107113-7151
2193-04-05,989-28-3705-007-2,,107113-15-2726,107113-7152
2193-04-05,989-28-3705-138-3,,107113-89-7059,107113-7153
2193-04-05,989-28-3705-007-2,,107113-73-6816,107113-7154
2193-04-05,989-28-3705-966-2,,107113-50-8877,107113-7155
2193-04-05,989-28-3705-007-2,,107113-90-1321,107113-7156
2193-04-05,989-28-3705-987-7,,107113-11-5263,107113-7157
2193-04-05,989-28-3705-007-2,,107113-82-4020,107113-7158
2193-04-05,989-28-79-21991-8,,107113-9-8731,107113-7159
2193-04-05,989-28-79-11297-4,,107113-52-1452,107113-7160
2193-04-05,989-28-79-11297-4,,107113-51-7011,107113-7161
2193-04-05,989-28-79-45675-7,,107113-45-686,107113-7162
2193-04-05,989-28-79-64693-6,,107113-10-4705,107113-7163
2193-04-05,989-28-79-01991-4,,107113-53-1613,107113-7164
2193-04-05,989-28-79-27078-0,,107113-25-6758,107113-7165
2193-04-05,989-28-79-11297-4,,107113-33-7177,107113-7166
2193-04-05,989-28-654-3899-6,,107113-77-4586,107113-7167
2193-04-05,989-28-79-69807-2,,107113-90-4255,107113-7168
2193-04-05,989-28-79-69807-2,,107113-14-8245,107113-7169
2193-04-05,989-28-79-69807-2,,107113-40-8716,107113-7170
2193-04-05,989-28-79-13871-4,,107113-58-8068,107113-7171
2193-04-05,989-28-79-13871-4,,107113-63-7399,107113-7172
2193-04-05,989-28-79-69807-2,,107113-90-4254,107113-7173
2193-04-05,989-28-79-69807-2,,107113-9-7545,107113-7174
2193-04-05,989-28-79-05670-4,,107113-65-6522,107113-7175
2193-04-05,989-28-79-69807-2,,107113-69-7294,107113-7176
2193-04-05,989-28-79-69807-2,,107113-14-8244,107113-7177
2193-04-05,989-28-79-69807-2,,107113-9-7544,107113-7178
2193-04-05,989-28-79-69807-2,,107113-40-8715,107113-7179
2193-04-05,989-28-79-13871-4,,107113-63-7398,107113-7180
2193-04-05,989-28-654-6507-7,,107113-88-7398,107113-7181
2193-04-05,989-28-229-3157-7,,107113-79-136,107113-7182
2193-04-05,989-28-229-3157-7,,107113-45-7681,107113-7183
2193-04-05,989-28-229-1404-4,,107113-1-9876,107113-7184
2193-04-05,989-28-229-6632-6,,107113-46-7652,107113-7185
2193-04-05,989-28-229-1404-4,,107113-14-2578,107113-7186
2193-04-05,989-28-229-6632-6,,107113-18-3863,107113-7187
2193-04-05,989-28-229-7592-2,,107113-11-3252,107113-7188
2193-04-05,989-28-229-7592-2,,107113-95-7162,107113-7189
2193-04-05,989-28-229-7592-2,,107113-39-623,107113-7190
2193-04-05,989-28-229-9769-6,,107113-89-8251,107113-7191
2193-04-05,989-28-229-9769-6,,107113-79-4543,107113-7192
2193-04-05,989-28-229-0197-6,0.1,107113-1-2376,107113-7193
2193-04-05,989-28-229-1404-4,,107113-33-9563,107113-7194
2193-04-05,989-28-79-13801-1,,107113-64-3199,107113-7195
2193-04-05,989-28-79-23023-4,,107113-27-5187,107113-7196
2193-04-05,989-28-79-23023-4,,107113-30-2809,107113-7197
2193-04-05,989-28-79-23023-4,,107113-62-3538,107113-7198
2193-04-05,989-28-79-23023-4,,107113-20-974,107113-7199
2193-04-05,989-28-79-23023-4,,107113-81-6843,107113-7200
2193-04-05,989-28-79-40897-8,,107113-56-3620,107113-7201
2193-04-05,989-28-79-71565-6,,107113-55-2363,107113-7202
2193-04-05,989-28-79-68089-3,0.05,107113-74-780,107113-7203
2193-04-05,989-28-79-26824-4,,107113-27-4892,107113-7204
2193-04-05,989-28-79-23023-4,,107113-39-662,107113-7205
2193-04-05,989-28-79-23023-4,,107113-77-5992,107113-7206
2193-04-05,989-28-79-13801-1,,107113-11-2980,107113-7207
2193-04-05,989-28-79-71565-6,,107113-56-616,107113-7208
2193-04-05,989-28-79-13801-1,,107113-30-1645,107113-7209
