BookID,Rating,ReviewerID,ReviewID
AD222,2,8734,866371
AD222,5,8775,873342
AD222,3,8849,880940
AD222,5,8872,884230
AD222,5,8977,892948
AD222,3,9184,913351
AD222,3,9220,918337
AD222,3,9377,932453
AD222,4,9394,934450
AD222,5,9440,935684
AD222,5,9445,936184
AD222,3,9549,951039
AD222,4,9643,961330
AD222,4,9645,959550
AD222,4,9658,961741
AD222,5,9662,961547
AD222,5,9683,964241
AD222,5,9816,978333
AD222,1,9846,976779
AD222,4,9889,981772
AD222,4,10032,994983
AD222,4,10467,1039473
AD222,4,10587,1052562
AD222,3,10663,1060558
AD222,5,10682,1063151
AD222,2,10719,1064970
AD222,5,10772,1071458
AD222,4,10841,1075289
AD222,3,10883,1083647
AD222,3,10933,1088845
AD222,3,10987,1090978
AD222,4,11037,1095087
AD222,4,11052,1099359
AD222,4,11056,1100056
AD222,5,11057,1096889
AD222,4,11131,1106764
AD222,3,11148,1109751
AD222,5,11226,1118739
AD222,4,11380,1133347
AD222,2,11535,1144689
AD222,2,11581,1150180
AD222,4,11589,1154247
AD222,4,11595,1152570
AD222,3,11623,1159033
AD222,3,11693,1163162
AD222,5,11743,1169647
AD222,5,11768,1173632
AD222,3,11772,1168488
AD222,3,11837,1174889
AD222,4,11858,1179860
AD222,5,12123,1208142
AD222,4,12136,1208254
AD222,3,12160,1212337
AD222,4,12286,1220086
AD222,5,12310,1227238
AD222,4,12324,1226262
AD222,4,12331,1225576
AD222,4,12364,1228678
AD222,4,12422,1237250
AD222,4,12452,1238864
AD222,3,12485,1243154
AD222,4,12520,1244278
AD222,3,12565,1247788
AD222,4,12680,1261367
AD222,3,12694,1263460
AD222,3,12718,1265365
AD222,4,12769,1271851
AD222,4,12787,1273750
AD222,5,12858,1278474
AD222,5,12896,1281383
AD222,5,12916,1288036
AD222,5,12930,1285377
AD222,4,12967,1291948
AD222,5,13033,1298548
AD222,3,13123,1306558
AD222,5,13126,1305967
AD222,4,13133,1305479
AD222,5,13155,1306986
AD222,3,13209,1317138
AD222,4,13230,1319238
AD222,3,13269,1322445
AD222,5,13271,1323833
AD222,5,13285,1324540
AD222,5,13312,1323676
AD222,4,13320,1325862
AD222,5,13338,1329345
AD222,4,13340,1326080
AD222,5,13358,1332236
AD222,4,13371,1330863
AD222,1,13390,1330288
AD222,4,13453,1340251
AD222,5,13483,1339588
AD222,4,13507,1345354
AD222,5,13632,1358745
AD222,4,13640,1355288
AD222,4,13655,1360253
AD222,5,13712,1366745
AD222,4,13751,1369853
AD222,3,13912,1384864
AD222,5,13924,1385569
AD222,4,13941,1385784
AD222,4,13966,1392244
AD222,5,14037,1395681
AD222,3,14056,1400056
AD222,5,14082,1403250
AD222,4,14149,1409752
AD222,4,14182,1413646
AD222,5,14198,1415246
AD222,2,14295,1425045
AD222,4,14320,1428832
AD222,2,14442,1440141
AD222,2,14491,1440190
AD222,4,14492,1442270
AD222,4,14507,1445849
AD222,4,14519,1447346
AD222,3,14586,1455036
AD222,4,14744,1469153
AD222,5,14769,1469970
AD222,4,14883,1484934
AD222,2,14979,1493544
AD222,3,15098,1504454
AD222,3,15211,1515457
AD222,5,15355,1531639
AD222,5,15410,1535258
AD222,4,15427,1537948
AD222,5,15431,1534784
AD222,4,15434,1539143
AD222,4,15441,1536576
AD222,5,15499,1545346
AD222,1,15509,1546742
AD222,5,15516,1548630
AD222,3,15534,1548351
AD222,3,15584,1552757
AD222,3,15598,1552177
AD222,5,15690,1561377
AD222,4,15695,1560788
AD222,4,15724,1567153
AD222,3,15735,1568154
AD222,4,15755,1567679
AD222,3,15791,1574051
AD222,4,15807,1573473
AD222,5,15842,1579250
AD222,5,15846,1578561
AD222,5,15863,1580954
AD222,4,15942,1587171
AD222,5,16039,1595089
AD222,4,16068,1601058
AD222,3,16110,1606545
AD222,2,16247,1621235
AD222,5,16275,1619382
AD222,5,16421,1634873
AD222,5,16505,1646738
AD222,4,16526,1647551
AD222,5,16698,1666434
AD222,5,16703,1665251
AD222,5,16851,1678071
AD222,4,16898,1681583
AD222,2,16910,1686842
AD222,3,16941,1690635
AD222,4,16982,1694141
AD222,2,17043,1698558
AD222,5,17068,1703632
AD222,4,17079,1703346
AD222,4,17094,1702272
AD222,5,17130,1706565
AD222,4,17133,1704588
AD222,4,17203,1715152
AD222,4,17215,1714273
AD222,3,17252,1719557
AD222,5,17254,1717381
AD222,4,17281,1721071
AD222,5,17382,1733943
AD222,2,17408,1735553
AD222,4,17412,1737834
AD222,4,17448,1735989
AD222,3,17462,1738478
AD222,4,17509,1743871
AD222,3,17547,1749750
AD222,5,17554,1749064
AD222,5,17583,1752657
AD222,5,17618,1755761
AD222,4,17621,1753586
AD222,5,17646,1760442
AD222,5,17666,1758878
AD222,5,17703,1764261
AD222,3,17897,1782473
AD222,4,17914,1783084
AD222,3,17995,1791877
AD222,3,18024,1795767
AD222,4,18131,1809239
AD222,3,18168,1808880
AD222,4,18190,1811773
AD222,4,18228,1819137
AD222,5,18248,1820246
AD222,3,18252,1819062
AD222,3,18335,1829144
AD222,4,18461,1840358
AD222,3,18483,1840776
AD222,5,18495,1846035
AD222,5,18575,1850570
AD222,3,18602,1856636
AD222,3,18724,1868143
AD222,5,18729,1867554
AD222,4,18744,1867074
AD222,4,18755,1866590
AD222,5,18849,1876089
AD222,5,18882,1882062
AD222,5,18944,1885688
AD222,3,19049,1897772
AD222,4,19085,1899887
AD222,5,19152,1907676
AD222,5,19235,1920233
AD222,3,19236,1916175
AD222,3,19250,1919555
AD222,4,19299,1925940
AD222,4,19309,1924168
AD222,3,19342,1930933
AD222,3,19379,1929287
AD222,4,19418,1938137
AD222,4,19461,1943031
AD222,5,19530,1944387
AD222,4,19533,1947558
AD222,5,19610,1956446
AD222,5,19685,1961867
AD222,5,19754,1968767
AD222,3,19837,1980037
AD222,5,19856,1977284
AD222,4,19915,1988233
AD222,3,19950,1986486
AD222,3,20028,1995870
AD222,5,20050,1997377
AD222,1,20063,1998578
AD222,3,20096,2001878
AD222,4,20219,2017346
AD222,2,20239,2019445
AD222,5,20273,2020271
AD222,4,20308,2025157
AD222,4,20312,2025854
AD222,5,20449,2037673
AD222,5,20625,2057451
AD222,4,20701,2061289
AD222,3,20704,2062480
AD222,4,20723,2066855
AD222,3,20774,2073044
AD222,5,20796,2072571
AD222,4,20819,2076158
AD222,5,20859,2080356
AD222,5,20889,2080287
AD222,3,20974,2088490
AD222,2,20977,2091859
AD222,3,20982,2094933
AD222,5,20992,2095438
AD222,5,21021,2095269
AD222,2,21093,2105736
AD222,3,21280,2121862
AD222,4,21288,2123256
AD222,4,21345,2129055
AD222,5,21346,2131531
AD222,2,21363,2129865
AD222,4,21394,2135737
AD222,3,21408,2135652
AD222,3,21414,2137440
AD222,5,21529,2147950
AD222,5,21655,2159857
AD222,2,21674,2158589
AD222,5,21692,2162270
AD222,4,21893,2182865
AD222,5,21940,2190733
AD222,3,21960,2190555
AD222,4,21964,2190361
AD222,5,22016,2198234
AD222,2,22030,2198743
AD222,5,22059,2201247
AD222,3,22069,2201455
AD222,5,22084,2200579
AD222,4,22091,2203160
AD222,2,22161,2207685
AD222,3,22183,2209984
AD222,5,22215,2217639
AD222,3,22305,2223867
AD222,4,22364,2227688
AD222,4,22514,2244470
AD222,5,22559,2250653
AD222,4,22641,2256576
AD222,5,22653,2260350
AD222,5,22718,2263187
AD222,4,22786,2271571
AD222,5,22806,2274561
AD222,4,22819,2278435
AD222,5,22855,2278966
AD222,5,22860,2279664
AD222,4,22898,2283464
AD222,4,22988,2290286
AD222,4,23027,2299334
AD222,5,23036,2297462
AD222,5,23047,2296483
AD222,4,23074,2301658
AD222,5,23091,2305635
AD222,4,23098,2303365
AD222,5,23124,2304777
AD222,4,23145,2309055
AD222,4,23207,2314364
AD222,5,23369,2329079
AD222,5,23432,2339141
AD222,5,23496,2345343
AD222,4,23514,2346846
AD222,3,23548,2348563
AD222,3,23563,2350855
AD222,2,23572,2350369
AD222,4,23617,2354275
AD222,4,23691,2361774
AD222,5,23724,2364480
AD222,4,23798,2376137
AD222,4,23835,2379243
AD222,5,23884,2385034
AD222,4,23919,2388435
AD222,5,23926,2389432
AD222,5,23937,2389839
AD222,3,23962,2390953
AD222,5,23987,2394443
AD222,4,24011,2394467
AD222,3,24077,2402057
AD222,3,24096,2403957
AD222,4,24141,2405388
AD222,4,24188,2411474
AD222,4,24230,2418545
AD222,5,24237,2419839
AD222,4,24238,2415187
AD222,3,24267,2423631
AD222,3,24308,2423573
AD222,4,24380,2432753
AD222,4,24626,2453888
AD222,5,24658,2461939
AD222,5,24682,2463745
AD222,5,24777,2472255
AD222,3,24895,2480788
AD222,5,24914,2485856
AD222,4,24953,2491142
AD222,5,25019,2495465
AD222,4,25185,2515431
AD222,4,25259,2522336
AD222,3,25280,2524139
AD222,3,25285,2525233
AD222,4,25296,2521581
AD222,5,25347,2527473
AD222,4,25403,2534360
AD222,5,25440,2535684
AD222,1,25466,2538086
AD222,3,25474,2544133
AD222,2,25509,2545752
AD222,3,25512,2543874
AD222,5,25615,2555956
AD222,3,25643,2559548
AD222,4,25696,2564254
AD222,5,25712,2565161
AD222,4,25714,2566648
AD222,4,25727,2567651
AD222,2,25733,2564786
AD222,5,25753,2569954
AD222,5,25890,2582367
AD222,5,25999,2595049
AD222,5,26032,2599240
AD222,5,26037,2595087
AD222,3,26084,2600777
AD222,3,26104,2603767
AD222,3,26117,2608730
AD222,4,26179,2609683
AD222,5,26271,2620863
AD222,4,26295,2622768
AD222,4,26319,2627148
AD222,4,26572,2652250
AD222,3,26675,2659778
AD222,3,26696,2663264
AD222,3,26757,2668572
AD222,3,26780,2670278
AD222,5,26861,2682833
AD222,5,26862,2677488
AD222,3,26888,2681375
AD222,4,26899,2684554
AD222,4,26920,2686555
AD222,4,26927,2686265
AD222,4,26970,2691357
AD222,3,27010,2693575
AD222,4,27016,2697640
AD222,5,27143,2707073
AD222,2,27253,2721439
AD222,3,27290,2724743
AD222,4,27309,2722881
AD222,5,27350,2728763
AD222,5,27421,2735863
AD222,4,27443,2740736
AD222,5,27496,2745937
AD222,5,27522,2747646
AD222,5,27572,2750369
AD222,5,27577,2750968
AD222,5,27705,2766045
AD222,5,27826,2779630
AD222,5,27872,2778389
AD222,4,27896,2784056
AD222,5,27907,2785255
AD222,3,27908,2784365
AD222,5,28051,2796784
AD222,4,28060,2797981
AD222,3,28064,2798480
AD222,4,28077,2799879
AD222,4,28110,2807931
AD222,4,28118,2807939
AD222,4,28127,2805176
AD222,4,28233,2818647
AD222,3,28234,2818153
AD222,5,28237,2815483
AD222,4,28340,2830238
AD222,5,28411,2832289
AD222,3,28431,2834883
AD222,4,28476,2843739
AD222,4,28502,2844656
AD222,4,28539,2849049
AD222,3,28603,2851885
AD222,4,28640,2859347
AD222,3,28671,2863635
AD222,4,28737,2870631
AD222,3,28752,2869458
AD222,5,28764,2871153
AD222,5,28859,2879960
AD222,3,28946,2890937
AD222,5,28956,2890254
AD222,5,28964,2892638
AD222,4,28983,2890974
AD222,5,29071,2901853
AD222,4,29248,2917672
AD222,2,29277,2920176
AD222,3,29422,2937349
AD222,4,29442,2939250
AD222,3,29548,2949850
AD222,5,29626,2958838
AD222,4,29688,2965038
AD222,5,29725,2966659
AD222,2,29752,2968864
AD222,5,29775,2974332
AD222,3,29933,2984687
AD222,5,30005,2993075
AD222,5,30025,2999332
AD222,5,30028,2997454
AD222,4,30071,3003833
AD222,3,30102,3002676
AD222,4,30173,3011855
AD222,4,30246,3018957
AD222,4,30267,3022344
AD222,1,30422,3037250
AD222,5,30452,3040844
AD222,4,30471,3044130
AD222,1,30536,3046472
AD222,3,30569,3051752
AD222,3,30622,3058636
AD222,5,30641,3060140
AD222,5,30653,3061637
AD222,4,30656,3060848
AD222,4,30669,3059970
AD222,4,30681,3064833
AD222,2,30700,3065050
AD222,4,30886,3082264
AD222,5,30967,3089176
AD222,5,31036,3099541
AD222,3,31045,3097867
AD222,4,31110,3103080
AD222,4,31113,3106152
AD222,5,31117,3102889
AD222,5,31118,3105365
AD222,4,31181,3113645
AD222,5,31222,3115072
AD222,5,31233,3114489
AD222,3,31256,3122234
AD222,4,31321,3127744
AD222,5,31378,3131167
AD222,5,31410,3137337
AD222,5,31414,3136153
AD222,4,31434,3135678
AD222,5,31461,3138279
AD222,5,31477,3143047
AD222,5,31576,3149680
AD222,4,31614,3157242
AD222,4,31617,3158532
AD222,4,31711,3163477
AD222,4,31794,3175440
AD222,5,31862,3178478
AD222,4,31877,3179978
AD222,4,31938,3186177
AD222,1,31983,3192459
AD222,3,32010,3195456
AD222,4,32043,3198657
AD222,4,32083,3202063
AD222,3,32090,3200288
AD222,5,32091,3205932
AD222,4,32124,3203787
AD222,5,32134,3209539
AD222,5,32201,3216932
AD222,5,32226,3216561
AD222,5,32234,3216668
AD222,5,32271,3219972
AD222,3,32359,3228871
AD222,5,32456,3240452
AD222,4,32474,3241460
AD222,5,32491,3243457
AD222,5,32650,3258169
AD222,4,32679,3262752
AD222,4,32781,3273843
AD222,5,32854,3277975
AD222,5,32870,3281060
AD222,3,32897,3281384
AD222,5,33027,3297057
AD222,5,33044,3296975
AD222,5,33056,3298967
AD222,4,33082,3300775
AD222,5,33097,3303661
AD222,5,33117,3303186
AD222,4,33123,3308637
AD222,3,33233,3314687
AD222,3,33253,3319162
AD222,4,33297,3325245
AD222,5,33392,3335141
AD222,4,33404,3332480
AD222,5,33419,3337940
AD222,4,33433,3334687
AD222,3,33547,3350641
AD222,3,33639,3356376
AD222,5,33982,3393646
AD222,4,34065,3403035
AD222,5,34146,3409947
AD222,5,34286,3421076
AD222,5,34299,3422178
AD222,4,34319,3423881
AD222,5,34443,3436578
AD222,5,34486,3445036
AD222,5,34513,3445855
AD222,5,34568,3452147
AD222,4,34634,3458153
AD222,3,34747,3471136
AD222,3,34763,3472439
AD222,4,34868,3482741
AD222,4,34871,3481754
AD222,4,34932,3485577
AD222,2,35034,3495777
AD222,5,35042,3495389
AD222,5,35095,3504550
AD222,4,35121,3505962
AD222,3,35247,3521037
AD222,5,35508,3546741
AD222,3,35812,3572686
AD222,4,35861,3582932
AD222,4,35863,3579469
AD222,4,35875,3582550
AD222,5,35949,3589752
AD222,3,35955,3591441
AD222,4,35998,3592969
AD222,4,36039,3596673
AD222,4,36083,3599984
AD222,5,36120,3603189
AD222,5,36440,3636773
AD222,3,36459,3642930
AD222,4,36499,3641584
AD222,5,36526,3643987
AD222,1,36578,3652652
AD222,4,36643,3658657
AD222,2,36690,3662664
AD222,5,36699,3662475
AD222,5,36703,3666340
AD222,5,36742,3665983
AD222,3,36776,3672254
AD222,4,36809,3676742
AD222,3,36810,3675456
AD222,5,36821,3675566
AD222,4,36870,3683139
AD222,2,36879,3681465
AD222,5,36882,3681369
AD222,5,36919,3688435
AD222,5,36972,3694131
AD222,3,37026,3696165
AD222,3,37043,3697568
AD222,3,37092,3705537
AD222,4,37142,3706379
AD222,5,37144,3708955
AD222,5,37168,3713335
AD222,5,37182,3713250
AD222,5,37249,3721237
AD222,3,37265,3720263
AD222,5,37282,3723052
AD222,5,37283,3720776
AD222,5,37287,3720087
AD222,4,37331,3726665
AD222,3,37341,3729744
AD222,5,37449,3740841
AD222,4,37463,3740261
AD222,4,37467,3737988
AD222,5,37471,3738784
AD222,3,37478,3742355
AD222,3,37573,3749182
AD222,5,37590,3752367
AD222,5,37597,3753364
AD222,4,37732,3766765
AD222,4,37741,3766477
AD222,4,37925,3786956
AD222,3,38032,3800230
AD222,4,38104,3803470
AD222,3,38112,3806943
AD222,3,38115,3802887
AD222,5,38134,3806074
AD222,4,38143,3808756
AD222,4,38249,3816980
AD222,5,38294,3820490
AD222,2,38321,3825863
AD222,4,38353,3826588
AD222,4,38408,3833870
AD222,3,38615,3854669
AD222,5,38644,3860539
AD222,3,38687,3860582
AD222,5,38698,3863266
AD222,4,38721,3867843
AD222,3,38763,3870756
AD222,2,38776,3869581
AD222,1,38812,3877834
AD222,5,38831,3878447
AD222,4,38848,3879256
AD222,4,38884,3881965
AD222,4,38912,3886646
AD222,5,39084,3904242
AD222,5,39179,3910970
AD222,4,39233,3915083
AD222,5,39239,3919049
AD222,5,39384,3933648
AD222,4,39415,3937045
AD222,5,39451,3937972
AD222,5,39488,3943949
AD222,2,39543,3950142
AD222,5,39556,3948076
AD222,5,39582,3950577
AD222,4,39597,3953364
AD222,5,39704,3963173
AD222,5,39784,3969589
AD222,5,39799,3973960
AD222,3,39842,3981230
AD222,3,39870,3979476
AD222,5,39896,3985838
AD222,3,39960,3990753
AD222,5,39979,3991663
AD222,5,39988,3991177
AD222,2,40009,3993475
AD222,4,40030,3996070
AD222,5,40087,4001869
AD222,4,40146,4009452
AD222,5,40219,4014574
AD222,4,40223,4017647
AD222,3,40230,4017654
AD222,5,40277,4020671
AD222,2,40368,4028880
AD222,5,40464,4042143
AD222,3,40503,4044459
AD222,4,40518,4047543
AD222,4,40541,4045982
AD222,4,40593,4054350
AD222,3,40616,4053383
AD222,3,40666,4062343
AD222,4,40670,4060862
AD222,5,40735,4068055
AD222,5,40736,4069442
AD222,5,40802,4072082
AD222,5,40828,4075474
AD222,4,40891,4085734
AD222,3,40944,4085886
AD222,4,40965,4089372
AD222,3,41037,4095978
AD222,5,41087,4104641
AD222,5,41100,4103763
AD222,5,41247,4116384
AD222,5,41254,4122133
AD222,5,41258,4122236
AD222,5,41315,4128431
AD222,5,41434,4136371
AD222,4,41435,4135382
AD222,4,41518,4144870
AD222,3,41546,4151135
AD222,5,41580,4150080
AD222,5,41636,4157165
AD222,4,41650,4160050
AD222,5,41653,4160845
AD222,3,41714,4163678
AD222,3,41757,4168275
AD222,5,41768,4172543
AD222,3,41899,4182376
AD222,2,41958,4189761
AD222,5,41990,4190486
AD222,4,42116,4204670
AD222,4,42158,4210058
AD222,4,42306,4223868
AD222,2,42311,4222289
AD222,4,42314,4225460
AD222,2,42320,4229030
AD222,5,42444,4240044
AD222,4,42492,4243260
AD222,3,42631,4257358
AD222,4,42640,4261030
AD222,5,42645,4257867
AD222,4,42662,4262735
AD222,5,42689,4263851
AD222,5,42888,4280484
AD222,5,42940,4288852
AD222,3,42987,4294641
AD222,5,43004,4295549
AD222,5,43019,4295168
AD222,5,43066,4303234
AD222,3,43220,4318832
AD222,3,43349,4326188
AD222,4,43365,4330857
AD222,5,43592,4353062
AD222,3,43623,4355568
AD222,3,43825,4379233
AD222,4,43876,4379779
AD222,5,43877,4379681
AD222,5,43998,4394454
AD222,5,44096,4402967
AD222,5,44102,4403963
AD222,4,44313,4428033
AD222,5,44348,4429751
AD222,3,44351,4430150
AD222,5,44400,4435149
AD222,3,44412,4435755
AD222,5,44453,4438073
AD222,2,44455,4438966
AD222,3,44472,4439577
AD222,4,44513,4447538
AD222,3,44597,4456235
AD222,3,44752,4467379
AD222,4,44994,4490490
AD222,5,45030,4495377
AD222,4,45117,4505364
AD222,4,45313,4526746
AD222,5,45449,4538168
AD222,4,45773,4573241
AD222,5,45774,4574034
AD222,5,45874,4582054
AD222,4,46008,4595751
AD222,4,46015,4597342
AD222,4,46206,4614363
AD222,5,46457,4637384
AD222,5,46675,4661065
AD222,4,46706,4663175
AD222,4,46716,4666947
AD222,5,46882,4684339
AD222,3,46886,4680680
AD222,3,46898,4681979
AD222,4,46944,4689549
AD222,3,46958,4686989
AD222,4,47035,4700233
AD222,4,47136,4709343
AD222,4,47418,4736850
AD222,4,47503,4742578
AD222,5,47584,4751767
AD222,5,47913,4784766
AD222,3,48017,4796750
AD222,5,48045,4797669
AD222,5,48087,4801275
AD222,4,48251,4816289
AD222,4,48266,4822541
AD222,4,48351,4830942
AD222,5,48419,4836554
AD222,5,48421,4834774
AD222,5,48428,4834385
AD222,4,48548,4851434
AD222,5,48576,4849680
AD222,5,48589,4851673
AD222,5,48604,4856341
AD222,4,48608,4857533
AD222,5,48643,4860340
AD222,5,48690,4864248
AD222,4,48822,4876953
AD222,4,48939,4888752
AD222,4,48983,4892162
AD222,5,49179,4910277
AD222,3,49194,4914945
AD222,3,49284,4923450
AD222,5,49395,4935441
AD222,4,49482,4943844
AD222,4,49519,4948534
AD222,3,49596,4953462
AD222,4,49802,4971884
AD222,4,49889,4985237
AD222,5,49901,4985645
AD222,4,49958,4989266
AD222,4,50000,4992971
AD222,3,50039,4999049
AD222,5,50107,5003374
AD222,4,50129,5004287
AD222,5,50136,5009541
AD222,4,50154,5007975
AD222,4,50200,5012872
AD222,4,50339,5026970
AD222,3,50360,5031545
AD222,5,50553,5048469
AD222,5,50798,5076236
AD222,5,50836,5074987
AD222,5,50891,5085041
AD222,5,50914,5086054
AD222,4,50946,5086284
AD222,5,51065,5097788
AD222,5,51070,5102743
AD222,4,51096,5103066
AD222,4,51114,5107737
AD222,5,51168,5108484
AD222,5,51190,5112664
AD222,5,51211,5113972
AD222,5,51313,5122588
AD222,5,51340,5128258
AD222,3,51431,5139239
AD222,5,51532,5146270
AD222,5,51538,5150137
AD222,5,51544,5145688
AD222,4,51702,5162973
AD222,2,51792,5173161
AD222,4,51800,5173367
AD222,3,51846,5176878
AD222,4,52022,5194577
AD222,5,52038,5195880
AD222,3,52057,5202037
AD222,3,52151,5208467
AD222,4,52192,5216230
AD222,3,52231,5217358
AD222,5,52315,5224471
AD222,4,52483,5240281
AD222,4,52652,5260547
AD222,4,52712,5267735
AD222,4,52747,5270443
AD222,5,52840,5279446
AD222,3,52853,5280746
AD222,4,52906,5282482
AD222,4,52985,5291174
AD222,5,53143,5305786
AD222,4,53226,5313987
AD222,4,53295,5326431
AD222,3,53402,5332181
AK974,5,315,25164
AK974,2,591,53160
AK974,2,968,90167
AK974,4,1194,112272
AK974,3,1312,126052
AK974,5,1317,124374
AK974,4,1332,126468
AK974,3,1552,147082
AK974,4,1569,151554
AK974,4,1599,151584
AK974,3,1750,169654
AK974,3,1817,173681
AK974,4,1864,179470
AK974,5,1942,185488
AK974,4,2022,197052
AK974,3,2199,215346
AK974,5,2509,243871
AK974,3,2689,265534
AK974,3,2717,267443
AK974,5,2812,277042
AK974,4,2936,285581
AK974,4,2959,291247
AK974,5,2997,295443
AK974,5,3589,355435
AK974,5,3764,368183
AK974,4,3778,374731
AK974,3,3860,378575
AK974,4,3913,387439
AK974,3,4075,399778
AK974,4,4136,407759
AK974,3,4162,408973
AK974,4,4203,414162
AK974,4,4313,428033
AK974,4,4346,428462
AK974,4,4415,433184
AK974,4,4428,434484
AK974,5,4524,445569
AK974,4,4715,466055
AK974,4,5187,512760
AK974,4,5381,534536
AK974,3,5398,530890
AK974,5,5403,536142
AK974,4,5413,533083
AK974,3,5414,532688
AK974,5,5468,540959
AK974,4,5676,559086
AK974,5,5760,569268
AK974,3,5773,571954
AK974,2,5822,574874
AK974,3,5937,589740
AK974,5,5988,595434
AK974,3,5989,590683
AK974,4,6044,597470
AK974,4,6219,614574
AK974,5,6288,624147
AK974,2,6327,626067
AK974,4,6347,627374
AK974,5,6415,634570
AK974,5,6453,638766
AK974,5,6472,643735
AK974,2,6738,667761
AK974,5,6880,679684
AK974,5,6913,685855
AK974,3,6914,683282
AK974,5,6929,689138
AK974,4,6939,689247
AK974,4,6982,694042
AK974,4,7092,706131
AK974,4,7121,705467
AK974,5,7137,706374
AK974,5,7335,729540
AK974,5,7384,731173
AK974,5,7481,740378
AK974,3,7486,745234
AK974,3,7516,745066
AK974,5,7518,743880
AK974,5,7660,758674
AK974,4,7669,763732
AK974,5,7706,766739
AK974,5,7861,782437
AK974,4,7902,786339
AK974,3,7947,791136
AK974,4,8074,802549
AK974,5,8088,802959
AK974,5,8120,804773
AK974,4,8136,810333
AK974,4,8233,818647
AK974,5,8310,827733
AK974,4,8527,847948
AK974,4,8529,845376
AK974,4,8621,857447
AK974,5,8664,863034
AK974,5,8684,860480
AK974,5,8727,868146
AK974,4,8761,870259
AK974,4,8769,868683
AK974,4,9005,892877
AK974,4,9157,908572
AK974,4,9303,923073
AK974,4,9394,933163
AK974,4,9548,950741
AK974,5,9562,949864
AK974,5,9706,965254
AK974,4,9844,978559
AK974,5,9851,981140
AK974,5,9886,984244
AK974,4,10038,994989
AK974,4,10055,1002035
AK974,4,10091,1004744
AK974,5,10117,1003483
AK974,5,10139,1010930
AK974,5,10187,1015730
AK974,4,10308,1027236
AK974,4,10341,1028160
AK974,3,10378,1029484
AK974,4,10420,1033090
AK974,4,10427,1034285
AK974,3,10549,1046287
AK974,5,10576,1050373
AK974,4,10693,1065934
AK974,4,10700,1065743
AK974,5,10701,1062873
AK974,5,10715,1067342
AK974,5,10790,1075634
AK974,4,10807,1075057
AK974,5,10823,1078736
AK974,4,10945,1090540
AK974,3,10946,1091432
AK974,3,11085,1104540
AK974,5,11131,1105378
AK974,2,11135,1109144
AK974,5,11236,1118155
AK974,5,11273,1121261
AK974,4,11330,1125872
AK974,5,11363,1129865
AK974,5,11409,1132089
AK974,4,11422,1136062
AK974,5,11425,1138837
AK974,4,11461,1137586
AK974,3,11610,1153278
AK974,5,11627,1155077
AK974,4,11650,1157575
AK974,4,11682,1163448
AK974,4,11712,1166151
AK974,4,11877,1180869
AK974,5,11883,1184637
AK974,5,11928,1186365
AK974,4,11932,1185181
